"area";"sexo";"nota"
"CIÊNCIAS AGRÁRIAS";"F";"3077-3468"
"CIÊNCIAS AGRÁRIAS";"F";"3077-3468"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"F";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"F";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"F";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"F";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"F";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"F";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"F";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"F";"3077-3468"
"CIÊNCIAS AGRÁRIAS";"M";"3077-3468"
"CIÊNCIAS AGRÁRIAS";"F";"3077-3468"
"CIÊNCIAS AGRÁRIAS";"M";"3077-3468"
"CIÊNCIAS AGRÁRIAS";"F";"3077-3468"
"CIÊNCIAS AGRÁRIAS";"M";"3077-3468"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"F";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"F";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"F";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"F";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"F";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"M";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"M";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"M";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIÊNCIAS HUMANAS";"F";"3077-3468"
"CIÊNCIAS HUMANAS";"M";"3077-3468"
"CIÊNCIAS HUMANAS";"F";"3077-3468"
"CIÊNCIAS HUMANAS";"F";"2687-3077"
"CIÊNCIAS HUMANAS";"F";"2687-3077"
"CIÊNCIAS HUMANAS";"F";"2687-3077"
"CIÊNCIAS HUMANAS";"F";"2687-3077"
"CIÊNCIAS HUMANAS";"F";"2687-3077"
"CIÊNCIAS HUMANAS";"F";"2687-3077"
"CIÊNCIAS HUMANAS";"F";"2297-2687"
"CIÊNCIAS HUMANAS";"F";"2297-2687"
"CIÊNCIAS HUMANAS";"F";"2297-2687"
"CIÊNCIAS HUMANAS";"M";"2297-2687"
"CIÊNCIAS HUMANAS";"F";"2297-2687"
"CIÊNCIAS HUMANAS";"F";"2297-2687"
"CIÊNCIAS HUMANAS";"F";"2297-2687"
"CIÊNCIAS HUMANAS";"F";"2297-2687"
"CIÊNCIAS HUMANAS";"F";"2297-2687"
"CIÊNCIAS HUMANAS";"F";"2297-2687"
"CIÊNCIAS HUMANAS";"F";"2297-2687"
"CIÊNCIAS HUMANAS";"F";"2297-2687"
"CIÊNCIAS HUMANAS";"F";"2297-2687"
"CIÊNCIAS HUMANAS";"F";"2297-2687"
"CIÊNCIAS HUMANAS";"F";"2297-2687"
"CIÊNCIAS HUMANAS";"F";"2297-2687"
"CIÊNCIAS HUMANAS";"F";"2297-2687"
"CIÊNCIAS HUMANAS";"F";"2297-2687"
"CIÊNCIAS HUMANAS";"F";"2297-2687"
"CIÊNCIAS HUMANAS";"F";"2297-2687"
"CIÊNCIAS HUMANAS";"F";"2297-2687"
"CIÊNCIAS HUMANAS";"F";"2297-2687"
"CIÊNCIAS HUMANAS";"F";"2297-2687"
"CIÊNCIAS HUMANAS";"F";"2297-2687"
"CIÊNCIAS HUMANAS";"M";"2297-2687"
"CIÊNCIAS HUMANAS";"F";"1907-2297"
"CIÊNCIAS HUMANAS";"F";"1907-2297"
"CIÊNCIAS HUMANAS";"F";"1907-2297"
"CIÊNCIAS HUMANAS";"F";"1907-2297"
"CIÊNCIAS HUMANAS";"F";"1907-2297"
"CIÊNCIAS HUMANAS";"F";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"F";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"F";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"F";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"M";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"F";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"F";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"F";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"M";"3468-3861"
"CIÊNCIAS EXATAS E DA TERRA";"M";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"F";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIÊNCIAS EXATAS E DA TERRA";"F";"3077-3468"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIÊNCIAS EXATAS E DA TERRA";"F";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"M";"2687-3077"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"M";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"2297-2687"
"CIÊNCIAS AGRÁRIAS";"F";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"F";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"M";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"M";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"M";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"F";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"M";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"M";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"F";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"F";"1907-2297"
"CIÊNCIAS AGRÁRIAS";"M";"1907-2297"
"CIENCIAS EXATAS E DA TERRA";"F";"3077-3468"
"CIENCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIENCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIENCIAS EXATAS E DA TERRA";"F";"2687-3077"
"CIENCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIENCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIENCIAS EXATAS E DA TERRA";"M";"3077-3468"
"CIENCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIENCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIENCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIENCIAS EXATAS E DA TERRA";"M";"2687-3077"
"CIENCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"F";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"M";"2297-2687"
"CIENCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIENCIAS EXATAS E DA TERRA";"M";"1907-2297"
"CIÊNCIAS SOCIAIS APLICADAS";"F";"2687-3077"
"CIÊNCIAS SOCIAIS APLICADAS";"M";"2687-3077"
"CIÊNCIAS SOCIAIS APLICADAS";"M";"2687-3077"
"CIÊNCIAS SOCIAIS APLICADAS";"M";"2297-2687"
"CIÊNCIAS SOCIAIS APLICADAS";"F";"2297-2687"
"CIÊNCIAS SOCIAIS APLICADAS";"M";"2297-2687"
"CIÊNCIAS SOCIAIS APLICADAS";"M";"2297-2687"
"CIÊNCIAS SOCIAIS APLICADAS";"F";"2297-2687"
"CIÊNCIAS SOCIAIS APLICADAS";"F";"2297-2687"
"CIÊNCIAS SOCIAIS APLICADAS";"M";"2297-2687"
"CIÊNCIAS SOCIAIS APLICADAS";"F";"2297-2687"
"CIÊNCIAS SOCIAIS APLICADAS";"M";"2297-2687"
"CIÊNCIAS SOCIAIS APLICADAS";"F";"1907-2297"
"CIÊNCIAS SOCIAIS APLICADAS";"M";"1907-2297"
"CIÊNCIAS SOCIAIS APLICADAS";"F";"1907-2297"
"CIÊNCIAS SOCIAIS APLICADAS";"F";"2687-3077"
"CIÊNCIAS SOCIAIS APLICADAS";"M";"2687-3077"
"CIÊNCIAS SOCIAIS APLICADAS";"F";"2687-3077"
"CIÊNCIAS SOCIAIS APLICADAS";"M";"2687-3077"
"CIÊNCIAS SOCIAIS APLICADAS";"F";"2687-3077"
"CIÊNCIAS SOCIAIS APLICADAS";"M";"2687-3077"
"CIÊNCIAS SOCIAIS APLICADAS";"M";"2297-2687"
"CIÊNCIAS SOCIAIS APLICADAS";"F";"2297-2687"
"CIÊNCIAS SOCIAIS APLICADAS";"M";"2297-2687"
"CIÊNCIAS SOCIAIS APLICADAS";"F";"2297-2687"
"CIÊNCIAS SOCIAIS APLICADAS";"M";"2297-2687"
"CIÊNCIAS SOCIAIS APLICADAS";"M";"2297-2687"
"CIÊNCIAS SOCIAIS APLICADAS";"M";"2297-2687"
"CIÊNCIAS SOCIAIS APLICADAS";"M";"2297-2687"
"CIÊNCIAS SOCIAIS APLICADAS";"F";"1907-2297"
"CIÊNCIAS SOCIAIS APLICADAS";"M";"1907-2297"
"CIENCIAS AGRÁRIAS";"M";"3077-3468"
"CIENCIAS AGRÁRIAS";"F";"2297-2687"
"CIENCIAS AGRÁRIAS";"M";"2297-2687"
"CIENCIAS AGRÁRIAS";"M";"2297-2687"
"CIENCIAS AGRÁRIAS";"M";"2297-2687"
"CIENCIAS AGRÁRIAS";"F";"2297-2687"
"CIENCIAS AGRÁRIAS";"F";"2297-2687"
"CIENCIAS AGRÁRIAS";"M";"2297-2687"
"CIENCIAS AGRÁRIAS";"F";"1907-2297"
"CIENCIAS AGRÁRIAS";"M";"1907-2297"
"CIENCIAS AGRÁRIAS";"M";"1907-2297"
"CIENCIAS AGRÁRIAS";"F";"1907-2297"
"ENGENHARIAS";"M";"3077-3468"
"ENGENHARIAS";"M";"3077-3468"
"ENGENHARIAS";"M";"2687-3077"
"ENGENHARIAS";"F";"2687-3077"
"ENGENHARIAS";"F";"2687-3077"
"ENGENHARIAS";"M";"2687-3077"
"ENGENHARIAS";"M";"2687-3077"
"ENGENHARIAS";"M";"2687-3077"
"ENGENHARIAS";"F";"2687-3077"
"ENGENHARIAS";"M";"2687-3077"
"ENGENHARIAS";"M";"2297-2687"
"ENGENHARIAS";"F";"2297-2687"
"ENGENHARIAS";"M";"2297-2687"
"ENGENHARIAS";"F";"2297-2687"
"ENGENHARIAS";"M";"2297-2687"
"ENGENHARIAS";"F";"2297-2687"
"ENGENHARIAS";"F";"2297-2687"
"ENGENHARIAS";"M";"2297-2687"
